		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001 5394 5860 5840 5106 4901 4854 4238 3890 784596.608052 0.000000 FAILURE   0
000000011 2087 2573 2320 2784 1711 2962 3016 2388 175390.231459 0.000000 FAILURE   1
000000101 1186 1455 1881 1038 1879 1913  990 1079 52425.621967 0.000000 FAILURE   2
000000111  873 1284 1090 1495  619 1387 1385 1633 35733.269659 0.000000 FAILURE   3
000001001  612  891  921  875 1221  629  414 1354 15985.110568 0.000000 FAILURE   4
000001011  424  695 1079  315 1026 1135  417  235 10052.088561 0.000000 FAILURE   5
000001101  335  627  682  582  412  961  956  224 6397.408250 0.000000 FAILURE   6
000001111  451  635  626  880  390  701  721 1068 7973.160600 0.000000 FAILURE   7
000010001  287  362  392  591  470  325  750  443 2164.697771 0.000000 FAILURE   8
000010011  273  332  516  391  691  346   38  765 2660.282327 0.000000 FAILURE   9
000010101  187  250  457  299  436  496  309  299 674.062253 0.000000 FAILURE  10
000010111  237  271  576  210  474  691  156  266 1579.697220 0.000000 FAILURE  11
000011001  145  218  300  392  343  256  491  317 473.120139 0.000000 FAILURE  12
000011011  140  203  381  267  209  563  508   45 1033.693105 0.000000 FAILURE  13
000011101  108  181  268  351  157  379  272  451 440.034918 0.000000 FAILURE  14
000011111  396  414  408  668  382  434  638  718 2936.883965 0.000000 FAILURE  15
000100011  117  202   94  322  257  178  401  254 321.067087 0.000000 FAILURE  16
000100101   94  161  117  230  317  156  202  273 260.524003 0.000000 FAILURE  17
000100111  151  207  179  249  382  220   54  445 467.751218 0.000000 FAILURE  18
000101001   68  140   92  204  196  228  169  256 317.643857 0.000000 FAILURE  19
000101011   68  141  133  157  258  260  185  141 322.704560 0.000000 FAILURE  20
000101101   35  110  154   86  299  244  169   23 645.669145 0.000000 FAILURE  21
000101111  191  227  258  191  298  460  119  286 309.466023 0.000000 FAILURE  22
000110011   46  129  165  105  180  151  278  190 402.420697 0.000000 FAILURE  23
000110101   36   88  177   40  154  199  258   78 643.180101 0.000000 FAILURE  24
000110111  100  124  223   76  125  335  305   76 501.346958 0.000000 FAILURE  25
000111001   35   72  139   63   93  185  240  146 649.048949 0.000000 FAILURE  26
000111011   48   93  149   85  104  195  147  279 543.866185 0.000000 FAILURE  27
000111101   35   71  138   64   93  179  133  258 665.302937 0.000000 FAILURE  28
000111111  566  550  559  591  573  567  681  736 4498.663776 0.000000 FAILURE  29
001000011   46   94   57  176   31   84  227  149 770.447571 0.000000 FAILURE  30
001000101   35   72   46  155   20   73  209  128 910.001386 0.000000 FAILURE  31
001000111   78  124   79  220   52  127  250  180 528.112125 0.000000 FAILURE  32
001001011   33   79   83  125   84   83  133  139 792.229354 0.000000 FAILURE  33
001001101   23   59   72  104   73   74   22  208 1022.310230 0.000000 FAILURE  34
001001111  157  174  168  220  169  189  118  325 211.901852 0.000000 FAILURE  35
001010011   33   58   70  114  132   10  116  133 943.166044 0.000000 FAILURE  36
001010101   22   36   60   93  119    0   95  100 1133.986752 0.000000 FAILURE  37
001010111   64   77  104  118  189   47  143   69 757.137011 0.000000 FAILURE  38
001011011   22   45   93   70  176   10  119   31 1112.899783 0.000000 FAILURE  39
001011101   11   24   83   48  125   39   52   53 1258.021642 0.000000 FAILURE  40
001011111  295  257  301  282  344  266  248  327 104.900496 0.000000 FAILURE  41
001100101   12   25   82   48  112   53   11   94 1260.485266 0.000000 FAILURE  42
001100111   54   78  115  111  119  121   64  146 724.598321 0.000000 FAILURE  43
001101011   22   45   93   33  122   99   33   43 1175.267812 0.000000 FAILURE  44
001101101   11   24   83   11   57  145   11   21 1406.932144 0.000000 FAILURE  45
001101111  140  141  167  139  162  233  123  138 301.983003 0.000000 FAILURE  46
001110101   11   25   56   38   57   92   64   22 1356.513644 0.000000 FAILURE  47
001110111   66   75   80  102   99  123  117   73 799.228334 0.000000 FAILURE  48
001111011   32   45   55   69   67   87   90   62 1118.779222 0.000000 FAILURE  49
001111101   11   34   22   71   46   45  110   42 1336.923279 0.000000 FAILURE  50
001111111 1069  993  967 1054 1012  806  813  777 16661.081971 0.000000 FAILURE  51
010000011   32   45   10  116   68    0  125  116 1173.990456 0.000000 FAILURE  52
010000111   64   79   31  157   53   69  156  145 836.800189 0.000000 FAILURE  53
010001011   32   46   10  115   31   37  127  115 1162.766456 0.000000 FAILURE  54
010001111  127  140   85  222  117  132  209  211 345.010631 0.000000 FAILURE  55
010010011   34   45   10  113   31   37   78  163 1179.122123 0.000000 FAILURE  56
010010111   65   63   44  132   79   67  110  142 866.706848 0.000000 FAILURE  57
010011011   33   33   23   88   58   37   32  155 1240.930912 0.000000 FAILURE  58
010011111  283  242  225  310  260  258  235  387 115.076979 0.000000 FAILURE  59
010100011   32   32   23   90   58    0   68  155 1253.408967 0.000000 FAILURE  60
010100111   65   64   44  108  104   31  102  138 930.500517 0.000000 FAILURE  61
010101011   32   33   23   65   80    0   98   77 1297.989334 0.000000 FAILURE  62
010101111  126  119  109  149  187   91  199  117 431.398465 0.000000 FAILURE  63
010110011   22   32   35   43  104    0   98   32 1373.116097 0.000000 FAILURE  64
010110111   54   63   56   86  124   31  144   54 997.198424 0.000000 FAILURE  65
010111011   21   30   39   31   89   26   63   58 1365.156452 0.000000 FAILURE  66
010111111  533  481  498  501  541  468  536  514 2399.116998 0.000000 FAILURE  67
011000111   42   64   66   73  120   47   93   91 995.037722 0.000000 FAILURE  68
011001111  106  129  121  136  155  130  156  153 407.655103 0.000000 FAILURE  69
011010111   42   65   78   64   85   82   95   54 1029.400299 0.000000 FAILURE  70
011011111  255  242  256  246  241  316  253  246 23.409194 0.002877 FAILURE  71
011101111  117  123  122  120  137  163  154  134 421.381916 0.000000 FAILURE  72
011111111 2105 1952 1764 1476 1466 1293 1274  928 60705.871818 0.000000 FAILURE  73
100000000 5393 5860 5840 5106 4902 4854 4238 3890 784592.439168 0.000000 FAILURE  74
100010000  192  264  439  278  479  347  432  275 611.078847 0.000000 FAILURE  75
100100000  448  723  722  751  725  712  894  637 7554.022530 0.000000 FAILURE  76
100101000   78  116  124  146  350  114  141  153 487.863753 0.000000 FAILURE  77
100110000  179  242  502  212  525  282  457  251 836.596829 0.000000 FAILURE  78
100111000   65  114  167   97  359  156   91  143 556.055087 0.000000 FAILURE  79
101000000 1113 1462 1445 1485 1313 1571 1481 1453 47087.901975 0.000000 FAILURE  80
101000100    0   74   54   92   46   73   50  145 1117.958367 0.000000 FAILURE  81
101001000   51  133  125  153  136  320  129  206 441.867278 0.000000 FAILURE  82
101001100    0   52   78   68   78   64   49  122 1136.094496 0.000000 FAILURE  83
101010000  157  224  507  260  273  490  476  277 819.736998 0.000000 FAILURE  84
101010100    0   51   78   68  107   37   51   90 1178.928296 0.000000 FAILURE  85
101011000   42  125  144   81  219  306  177   88 529.671220 0.000000 FAILURE  86
101011100    0   51   78   63  111   37  100    6 1251.498228 0.000000 FAILURE  87
101100000  351  733  803  632  613  937  746  646 7383.398032 0.000000 FAILURE  88
101100100    0   51   79   56  118   36  100    0 1267.375152 0.000000 FAILURE  89
101101000   41  125  142   70  232  308  178   64 581.458164 0.000000 FAILURE  90
101101100    0   51   79   56  117   37  100    0 1266.688811 0.000000 FAILURE  91
101110000  182  177  569  172  346  503  480  144 1110.718956 0.000000 FAILURE  92
101110100   29   52   69   65   88   78   53   29 1189.340973 0.000000 FAILURE  93
101111000   69  126  134   78  192  391   73  159 615.023188 0.000000 FAILURE  94
101111100   28   51   70   64   76   89   23   93 1147.445596 0.000000 FAILURE  95
110000000 2481 2926 2864 2989 2743 3104 2578 2474 217920.459191 0.000000 FAILURE  96
110000010    0   39   33   28   36   54   23   94 1456.797758 0.000000 FAILURE  97
110000100   28   51   57   78   76   78   36   92 1139.419223 0.000000 FAILURE  98
110001000   69  123  123   91  230  187  293  102 463.956220 0.000000 FAILURE  99
110001010    0   39   33   28   76   13   80   36 1461.206014 0.000000 FAILURE 100
110010000  187  221  286  439  348  228  628  302 869.735008 0.000000 FAILURE 101
110010010    0   38   33   28   75   13   79   37 1464.012808 0.000000 FAILURE 102
110010100   28   52   57   78  117   37   93   36 1150.051148 0.000000 FAILURE 103
110011000   69  124  150   62  231  159  321  100 513.603646 0.000000 FAILURE 104
110011010    0   38   61    0   74   69   24   37 1466.664964 0.000000 FAILURE 105
110100000  401  754  522  933  516  785  737  936 8153.151318 0.000000 FAILURE 106
110100010   10   48   41   41   11   93   23  116 1348.521165 0.000000 FAILURE 107
110100100   38   61   65   89   52  117   37  140 1012.510811 0.000000 FAILURE 108
110101000   81  114  150  125  155  175  320  210 365.351946 0.000000 FAILURE 109
110101010   10   48   41   40   68   37   54   67 1345.769447 0.000000 FAILURE 110
110101100   39   62   66   53  144   59  117   28 1062.006776 0.000000 FAILURE 111
110110000  158  241  316  444  333  267  503  442 708.100725 0.000000 FAILURE 112
110110010   10   48   41   40   68   36  104    0 1397.145435 0.000000 FAILURE 113
110110100   38   61   65   54  134   72  116   28 1055.507723 0.000000 FAILURE 114
110111000  105   73  207   54  206  233  315   94 488.502431 0.000000 FAILURE 115
110111010   39   49   54   56    0  139   13   79 1283.803901 0.000000 FAILURE 116
110111100   66   62   76   70   79  162   26  141 913.882176 0.000000 FAILURE 117
111000000 1161 1447 1377 1650 1215 1614 1306 1809 50598.669997 0.000000 FAILURE 118
111000010   38   48   40   70    6  120   29  109 1226.885290 0.000000 FAILURE 119
111000100   66   61   64   82  158   67  152   28 923.512129 0.000000 FAILURE 120
111000110   38   48   41   69   80   45  139    0 1229.130725 0.000000 FAILURE 121
111001000  110  116  149  124  234  124  339  214 348.786564 0.000000 FAILURE 122
111001010   38   48   40   69   80   44  139    0 1232.547600 0.000000 FAILURE 123
111001100   66   61  121   26  157  183   40   28 964.713751 0.000000 FAILURE 124
111010000  232  260  281  550  236  363  247  802 1782.572315 0.000000 FAILURE 125
111010010   58   68   57   93    0  157   27  183 1023.513445 0.000000 FAILURE 126
111010100   88   81   79  136  113  118   39  217 702.674609 0.000000 FAILURE 127
111010110   59   69   57   93  112   44  187   28 975.598817 0.000000 FAILURE 128
111011000  128  146  153  175  222  136  236  393 299.133842 0.000000 FAILURE 129
111011010   58   69   56   94  113   45  187   28 974.678401 0.000000 FAILURE 130
111011100  112   72  144   54  150  236   44   57 750.940880 0.000000 FAILURE 131
111100000  601  714  601 1056  470  924  425 1446 13240.069937 0.000000 FAILURE 132
111100010   86   97   80  125  161   45  251   28 767.239352 0.000000 FAILURE 133
111100100  117  111  104  167  198   58  288   56 565.817435 0.000000 FAILURE 134
111100110   86   96  193   13  160  271   27   28 866.948338 0.000000 FAILURE 135
111101000  194  213  185  282  109  336   98  714 1174.601596 0.000000 FAILURE 136
111101010  128  136  112  174  189   82  137  238 374.467143 0.000000 FAILURE 137
111101100  155  149  136  214  261   58  384   56 506.171466 0.000000 FAILURE 138
111101110  181  156  201  125  113  361   31  221 443.206066 0.000000 FAILURE 139
111110000  476  385  340  740  313  445  349 1077 4569.121728 0.000000 FAILURE 140
111110010  185  193  197  201  322   60  461   28 609.662740 0.000000 FAILURE 141
111110100  289  286  225  400   36  484   85  699 1531.633250 0.000000 FAILURE 142
111110110  263  273  286  273  450  119  594   28 978.419381 0.000000 FAILURE 143
111111000  563  464  372  593  519  318  697  728 3424.656101 0.000000 FAILURE 144
111111010  535  546  450  657  414  507  482  881 4019.507970 0.000000 FAILURE 145
111111100  943  798  857  790 1014  760 1065  453 12901.078026 0.000000 FAILURE 146
111111110 2104 1952 1764 1476 1466 1293 1274  928 60690.108226 0.000000 FAILURE 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 244.125000	M = 125000	N = 8	m = 9	n = 1000000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001 3892 3708 3503 3440 3184 3022 2941 2953 326689.247671 0.000000 FAILURE   0
000000011 1091 1755 1866 2582 2829 2403 2607 1973 131381.639727 0.000000 FAILURE   1
000000101 2198 1804 2288 1320 1000 1026  561  994 56903.433379 0.000000 FAILURE   2
000000111  647  621  916 1834 1398 1668 2035 1027 44325.894537 0.000000 FAILURE   3
000001001 1037 1419  242 1013   24  832 1715 1046 24575.588513 0.000000 FAILURE   4
000001011 1204  849  964 1312   45  833  470   30 14527.986057 0.000000 FAILURE   5
000001101  396  432 1085  842  825 1142   66  419 9866.330675 0.000000 FAILURE   6
000001111  124  684  136 1233  644  870 1071 1091 13345.613878 0.000000 FAILURE   7
000010001  951    0  627   22  530 1012  460  464 6446.118312 0.000000 FAILURE   8
000010011  441  948   61  628   46   65 1048  524 6401.519939 0.000000 FAILURE   9
000010101  474  441  957   11  456  198   80  560 3507.424759 0.000000 FAILURE  10
000010111  500  461  469  923   78  267  513   61 3210.956312 0.000000 FAILURE  11
000011001   12  682  358  327  812   62   58  598 3308.729139 0.000000 FAILURE  12
000011011  315  102  707  433  288  786   72   30 2737.651348 0.000000 FAILURE  13
000011101  304   20  349  420  464  352  690   20 1714.861844 0.000000 FAILURE  14
